Name,Min,Cmp,PassAtt,Cmp%,PassTotDist,PassPrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,PassFinThird,PPA,CrsPA,PassProg,SCA,PassLiveShot,PassDeadShot,DribShot,ShLSh,Fld,DefShot,GCA,PassLiveGoal,PassDeadGoal,DribGoal,ShGoal,FldGoal,DefGoal,Tkl,TklW,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTackled,DribContest,DribTackled%,Past,Press,SuccPress,SuccPress%,PressDef3rd,PressMid3rd,PressAtt3rd,Blocks,BlockSh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,TouchDef3rd,TouchMid3rd,TouchAtt3rd,AttPen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,ProgCarries,CarriesFinThird,CPA,Mis,Dis,Targ,Rec,Rec%,ProgPassRec,Gls,PK,PKatt,Sh,SoT,CrdY,CrdR,xG,npxG,rating21,Position,IsLowInvolvement
José Luis Morales,2439.0,508.0,738.0,2577.0,9024.0,2257.0,237.0,291.0,3086.2,193.0,270.0,2635.4,63.0,124.0,1938.1,3.0,3.5,33.0,38.0,29.0,8.0,53.0,62.0,42.0,9.0,5.0,2.0,3.0,1.0,10.0,7.0,0.0,3.0,0.0,0.0,0.0,20.0,13.0,7.0,11.0,2.0,9.0,45.0,666.6,36.0,437.0,114.0,1013.9,68.0,175.0,194.0,30.0,0.0,0.0,30.0,11.0,31.0,15.0,0.0,1024.0,16.0,124.0,422.0,555.0,137.0,962.0,35.0,75.0,1356.7,41.0,6.0,753.0,3884.0,2357.0,112.0,39.0,34.0,40.0,54.0,1091.0,743.0,2634.3,208.0,13.0,0.0,1.0,57.0,26.0,3.0,0.0,8.1,7.3,79.0,Forward,False
José Luis Palomino,2428.0,1251.0,1489.0,3017.6,25302.0,8055.0,391.0,425.0,3358.8,663.0,731.0,3286.9,180.0,297.0,1868.9,2.0,0.8,9.0,88.0,3.0,0.0,87.0,15.0,14.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,70.0,43.0,39.0,26.0,5.0,23.0,45.0,1186.7,22.0,413.0,147.0,1098.0,195.0,201.0,17.0,49.0,15.0,1.0,34.0,73.0,143.0,128.0,1.0,1796.0,175.0,822.0,949.0,100.0,18.0,1721.0,1.0,1.0,100.0,1.0,0.0,1029.0,6066.0,2508.0,72.0,10.0,3.0,5.0,4.0,1051.0,1022.0,3504.9,10.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,0.3,0.3,76.0,Defender,False
José Mari,1451.0,335.0,472.0,1498.5,7234.0,1810.0,129.0,159.0,1697.0,127.0,161.0,1683.9,75.0,136.0,1085.7,0.0,0.4,7.0,35.0,3.0,0.0,24.0,13.0,10.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,22.0,11.0,16.0,3.0,11.0,30.0,400.1,19.0,265.0,90.0,785.9,94.0,148.0,23.0,25.0,9.0,0.0,16.0,15.0,45.0,53.0,1.0,638.0,49.0,199.0,380.0,87.0,5.0,607.0,21.0,32.0,1200.0,22.0,3.0,326.0,1314.0,628.0,20.0,6.0,1.0,5.0,8.0,328.0,292.0,1908.6,10.0,1.0,1.0,1.0,16.0,3.0,5.0,0.0,0.9,0.2,70.0,Midfielder,False
José María Giménez,1765.0,967.0,1094.0,1835.9,21958.0,6643.0,258.0,279.0,1911.2,478.0,504.0,1967.7,218.0,288.0,1517.1,0.0,0.1,3.0,51.0,3.0,0.0,55.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,19.0,4.0,0.0,10.0,19.0,700.0,9.0,117.0,32.0,602.0,70.0,39.0,8.0,27.0,11.0,0.0,16.0,21.0,44.0,91.0,0.0,1270.0,157.0,678.0,617.0,56.0,25.0,1221.0,1.0,2.0,100.0,2.0,0.0,815.0,4235.0,2565.0,55.0,4.0,0.0,4.0,2.0,934.0,906.0,2018.4,3.0,0.0,0.0,0.0,15.0,5.0,5.0,0.0,0.8,0.8,84.0,Midfielder,False
José Ángel,901.0,509.0,681.0,1015.7,10712.0,4232.0,194.0,215.0,1199.0,214.0,262.0,1113.8,99.0,190.0,695.9,0.0,1.0,10.0,43.0,14.0,8.0,51.0,15.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,9.0,3.0,5.0,8.0,14.0,300.1,6.0,79.0,33.0,523.0,29.0,33.0,17.0,16.0,0.0,0.0,16.0,12.0,29.0,32.0,1.0,775.0,26.0,178.0,418.0,231.0,4.0,639.0,10.0,12.0,650.0,11.0,0.0,447.0,2226.0,1176.0,47.0,21.0,1.0,8.0,10.0,441.0,418.0,1334.2,12.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,78.0,Midfielder,False
Jota,1398.0,369.0,499.0,1544.3,6970.0,2128.0,173.0,201.0,1835.9,137.0,167.0,1702.8,52.0,109.0,1038.5,2.0,1.7999999999999998,16.0,37.0,18.0,4.0,49.0,27.0,15.0,8.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,14.0,8.0,10.0,6.0,4.0,24.0,175.0,20.0,306.0,73.0,567.5,78.0,157.0,71.0,15.0,0.0,0.0,15.0,16.0,40.0,11.0,0.0,646.0,15.0,120.0,380.0,208.0,15.0,596.0,22.0,45.0,756.7,27.0,3.0,470.0,2728.0,1467.0,60.0,25.0,3.0,23.0,21.0,547.0,414.0,1602.7,36.0,0.0,0.0,0.0,16.0,2.0,5.0,1.0,0.9,0.9,72.0,Midfielder,False
João Cancelo,2299.0,1795.0,2094.0,2400.0,31797.0,8989.0,852.0,923.0,2590.4,730.0,831.0,2468.6,191.0,277.0,1975.2,3.0,5.0,44.0,135.0,69.0,9.0,166.0,71.0,57.0,5.0,7.0,1.0,1.0,0.0,10.0,7.0,1.0,0.0,1.0,1.0,0.0,77.0,44.0,41.0,26.0,10.0,41.0,89.0,1033.0,48.0,338.0,121.0,943.2,137.0,125.0,76.0,38.0,3.0,0.0,35.0,52.0,129.0,36.0,1.0,2402.0,78.0,475.0,1227.0,849.0,80.0,2177.0,50.0,87.0,1523.4,54.0,10.0,1626.0,7535.0,4241.0,218.0,73.0,22.0,25.0,31.0,1771.0,1690.0,2662.4,91.0,2.0,0.0,0.0,35.0,11.0,5.0,1.0,2.0,2.0,83.0,Defender,False
João Félix,1572.0,566.0,679.0,2516.1,8432.0,2626.0,346.0,388.0,2734.9,152.0,185.0,2375.7,41.0,58.0,1730.1,5.0,3.8,20.0,66.0,21.0,0.0,75.0,46.0,33.0,0.0,5.0,4.0,4.0,0.0,10.0,7.0,0.0,1.0,1.0,1.0,0.0,9.0,6.0,2.0,6.0,1.0,4.0,13.0,250.0,9.0,182.0,59.0,994.5,15.0,98.0,69.0,7.0,0.0,0.0,7.0,9.0,18.0,3.0,0.0,906.0,7.0,82.0,503.0,397.0,60.0,887.0,34.0,66.0,1123.3,35.0,5.0,726.0,3196.0,1896.0,108.0,39.0,8.0,38.0,38.0,983.0,753.0,2297.4,120.0,7.0,1.0,2.0,36.0,14.0,6.0,0.0,4.8,3.3,81.0,Forward,False
João Moutinho,2528.0,1540.0,1817.0,2702.4,30712.0,7295.0,537.0,586.0,2929.3,718.0,787.0,2894.4,253.0,382.0,2002.2,1.0,2.7,47.0,117.0,19.0,6.0,123.0,91.0,55.0,29.0,0.0,2.0,2.0,3.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,70.0,46.0,36.0,28.0,6.0,29.0,94.0,801.8,65.0,545.0,160.0,899.0,206.0,269.0,70.0,40.0,3.0,0.0,37.0,39.0,109.0,31.0,0.0,2051.0,57.0,438.0,1184.0,539.0,10.0,1851.0,10.0,23.0,683.3,12.0,0.0,1247.0,5856.0,3113.0,156.0,40.0,1.0,11.0,7.0,1463.0,1358.0,2959.4,44.0,1.0,0.0,0.0,15.0,4.0,5.0,1.0,0.4,0.4,83.0,Defender,False
João Pedro,3253.0,703.0,966.0,2666.9,12259.0,2714.0,345.0,431.0,2936.3,239.0,327.0,2710.3,91.0,133.0,2340.1,3.0,5.5,35.0,52.0,26.0,3.0,79.0,86.0,61.0,0.0,3.0,8.0,12.0,2.0,8.0,4.0,0.0,0.0,1.0,3.0,0.0,18.0,13.0,6.0,6.0,6.0,2.0,23.0,100.0,21.0,449.0,120.0,1044.3,63.0,208.0,178.0,37.0,11.0,0.0,26.0,10.0,28.0,28.0,0.0,1383.0,47.0,160.0,663.0,629.0,162.0,1353.0,34.0,64.0,1466.7,38.0,3.0,897.0,4330.0,1939.0,96.0,35.0,10.0,72.0,52.0,1604.0,1048.0,2413.2,235.0,16.0,4.0,5.0,72.0,29.0,4.0,0.0,13.2,9.2,79.0,Forward,False
João Victor Santos Sá,469.0,146.0,186.0,1534.6,2266.0,420.0,80.0,97.0,1543.4,47.0,57.0,950.2,14.0,16.0,866.7,1.0,0.8999999999999999,9.0,6.0,4.0,0.0,10.0,17.0,13.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,4.0,9.0,4.0,5.0,10.0,350.0,5.0,130.0,41.0,471.3,28.0,52.0,50.0,15.0,0.0,0.0,15.0,7.0,24.0,2.0,0.0,275.0,3.0,36.0,111.0,149.0,33.0,271.0,12.0,15.0,830.0,12.0,2.0,177.0,909.0,545.0,28.0,5.0,10.0,13.0,15.0,260.0,174.0,1342.1,54.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,0.5,0.5,75.0,Low Involvement,True
Joël Matip,691.0,466.0,527.0,798.4,10052.0,2584.0,127.0,136.0,846.9,256.0,271.0,853.4,80.0,114.0,650.1,2.0,1.1,2.0,30.0,1.0,0.0,15.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,11.0,11.0,4.0,0.0,5.0,8.0,383.3,3.0,58.0,24.0,384.4,35.0,20.0,3.0,7.0,0.0,0.0,7.0,4.0,19.0,28.0,0.0,583.0,51.0,268.0,335.0,24.0,6.0,575.0,0.0,0.0,0.0,0.0,0.0,353.0,2008.0,1296.0,38.0,12.0,0.0,0.0,2.0,431.0,422.0,979.3,0.0,1.0,0.0,0.0,5.0,2.0,2.0,0.0,0.7000000000000001,0.7000000000000001,83.0,Low Involvement,True
Joël Veltman,2281.0,1152.0,1491.0,2117.8,22778.0,9083.0,412.0,471.0,2435.6,582.0,712.0,2245.6,150.0,277.0,1375.8,1.0,1.0,21.0,96.0,35.0,13.0,121.0,41.0,31.0,5.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,41.0,47.0,22.0,8.0,33.0,63.0,1193.2,30.0,312.0,92.0,866.5,141.0,122.0,49.0,35.0,4.0,0.0,31.0,35.0,112.0,84.0,0.0,1765.0,103.0,573.0,834.0,464.0,37.0,1535.0,21.0,33.0,988.4,23.0,2.0,1011.0,5107.0,2651.0,103.0,37.0,5.0,8.0,17.0,1093.0,1015.0,2567.4,35.0,1.0,0.0,0.0,14.0,4.0,3.0,0.0,1.3,1.3,77.0,Defender,False
Juan Bernat,194.0,117.0,129.0,274.2,1680.0,523.0,76.0,77.0,297.2,37.0,42.0,265.9,4.0,6.0,233.3,0.0,0.3,2.0,4.0,5.0,0.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,5.0,1.0,3.0,4.0,166.7,1.0,38.0,16.0,90.5,11.0,15.0,12.0,8.0,0.0,0.0,8.0,1.0,7.0,5.0,0.0,157.0,6.0,34.0,69.0,58.0,2.0,139.0,3.0,5.0,150.0,3.0,0.0,106.0,306.0,119.0,8.0,2.0,0.0,1.0,4.0,111.0,107.0,291.8,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,83.0,Low Involvement,True
Juan Brunet,24.0,7.0,8.0,183.3,75.0,29.0,6.0,6.0,200.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,2.0,5.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,166.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,Low Involvement,True
Juan Brunetta,475.0,152.0,189.0,948.1,3081.0,559.0,53.0,61.0,1064.0,73.0,85.0,1011.4,23.0,35.0,692.3,2.0,0.7,7.0,14.0,2.0,0.0,11.0,15.0,5.0,5.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,5.0,68.0,19.0,281.7,6.0,33.0,29.0,4.0,0.0,0.0,4.0,1.0,4.0,2.0,0.0,263.0,1.0,24.0,154.0,103.0,17.0,239.0,17.0,24.0,670.0,18.0,1.0,204.0,1270.0,618.0,32.0,10.0,2.0,18.0,9.0,265.0,188.0,865.5,40.0,1.0,0.0,0.0,10.0,5.0,3.0,0.0,1.2,1.2,60.0,Low Involvement,True
Juan Carlos,291.0,73.0,97.0,1175.2,1180.0,322.0,40.0,50.0,895.9,26.0,34.0,877.2,6.0,10.0,433.3,1.0,0.2,4.0,4.0,2.0,0.0,13.0,10.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,0.0,0.0,10.0,0.0,10.0,98.0,23.0,339.4,17.0,53.0,28.0,7.0,0.0,0.0,7.0,3.0,8.0,2.0,0.0,156.0,0.0,18.0,89.0,73.0,15.0,156.0,5.0,6.0,500.0,6.0,1.0,121.0,1074.0,548.0,22.0,13.0,3.0,9.0,18.0,134.0,112.0,1243.8,23.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.4,0.4,73.0,Low Involvement,True
Juan Cruz Armada,1962.0,606.0,870.0,1846.1,11287.0,5974.0,261.0,308.0,2235.1,265.0,362.0,1926.5,74.0,162.0,1295.5,0.0,0.3,12.0,45.0,13.0,7.0,55.0,18.0,16.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,17.0,16.0,15.0,2.0,18.0,32.0,1166.7,14.0,228.0,65.0,810.5,103.0,92.0,33.0,48.0,6.0,1.0,42.0,10.0,43.0,59.0,1.0,1050.0,72.0,341.0,544.0,219.0,2.0,828.0,9.0,12.0,800.0,10.0,1.0,473.0,2303.0,1005.0,41.0,20.0,0.0,12.0,10.0,554.0,475.0,2225.3,17.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,69.0,Midfielder,False
Juan Cuadrado,2175.0,1491.0,1798.0,2493.3,30138.0,8831.0,522.0,591.0,2696.3,728.0,799.0,2740.5,229.0,371.0,1865.6,10.0,7.2,58.0,76.0,37.0,8.0,150.0,110.0,65.0,24.0,12.0,1.0,7.0,1.0,17.0,10.0,4.0,1.0,0.0,2.0,0.0,42.0,21.0,24.0,13.0,5.0,14.0,40.0,471.6,26.0,287.0,84.0,941.6,134.0,93.0,60.0,35.0,2.0,0.0,33.0,31.0,73.0,22.0,1.0,2048.0,45.0,471.0,963.0,750.0,72.0,1827.0,56.0,77.0,1749.1,58.0,4.0,1459.0,6843.0,4519.0,215.0,51.0,32.0,24.0,32.0,1658.0,1516.0,2724.6,91.0,2.0,1.0,1.0,18.0,6.0,9.0,1.0,2.0,1.2,81.0,Forward,False
Juan Foyth,1168.0,650.0,734.0,1409.4,12360.0,3842.0,269.0,295.0,1482.6,291.0,315.0,1464.2,86.0,106.0,1272.2,0.0,0.2,3.0,47.0,11.0,1.0,56.0,11.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,26.0,25.0,11.0,6.0,9.0,31.0,358.3,22.0,198.0,65.0,553.2,81.0,101.0,16.0,35.0,8.0,1.0,27.0,19.0,61.0,31.0,1.0,868.0,52.0,306.0,526.0,110.0,6.0,806.0,26.0,30.0,883.4,26.0,1.0,560.0,2976.0,1686.0,58.0,19.0,0.0,4.0,9.0,571.0,546.0,1528.2,6.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.1,0.1,75.0,Midfielder,False
Juan Jesus,157.0,120.0,130.0,464.2000000000001,2566.0,994.0,31.0,34.0,446.5,68.0,69.0,393.8,20.0,25.0,432.7,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,0.0,3.0,4.0,150.0,1.0,19.0,6.0,104.1,11.0,5.0,3.0,3.0,0.0,0.0,3.0,0.0,5.0,5.0,0.0,143.0,17.0,76.0,74.0,0.0,0.0,139.0,1.0,1.0,100.0,1.0,0.0,115.0,534.0,270.0,3.0,0.0,0.0,0.0,0.0,115.0,114.0,497.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,Low Involvement,True
Juan Manuel Ramos,294.0,126.0,161.0,499.1,2302.0,855.0,57.0,65.0,363.7,50.0,57.0,443.8,17.0,28.0,194.5,0.0,0.2,4.0,3.0,3.0,1.0,5.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,4.0,150.0,2.0,27.0,10.0,256.7,14.0,7.0,6.0,6.0,0.0,0.0,6.0,2.0,6.0,8.0,0.0,196.0,8.0,55.0,91.0,66.0,2.0,160.0,3.0,4.0,200.0,3.0,1.0,110.0,650.0,405.0,12.0,7.0,1.0,9.0,4.0,130.0,114.0,449.5,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,63.0,Low Involvement,True
Juan Mata,509.0,247.0,294.0,725.6,3813.0,827.0,147.0,159.0,812.8,73.0,87.0,761.6,22.0,34.0,590.0,2.0,0.8,8.0,18.0,4.0,1.0,19.0,18.0,12.0,4.0,0.0,2.0,0.0,0.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,5.0,65.0,14.0,156.7,16.0,24.0,25.0,2.0,0.0,0.0,2.0,2.0,4.0,3.0,0.0,331.0,5.0,37.0,168.0,146.0,17.0,315.0,3.0,4.0,250.0,3.0,0.0,234.0,1272.0,583.0,39.0,14.0,4.0,7.0,11.0,334.0,275.0,761.0,36.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,1.2000000000000002,0.4,79.0,Low Involvement,True
Juan Miranda,1652.0,701.0,935.0,1628.0,11958.0,5314.0,356.0,396.0,2000.5,263.0,349.0,1626.1,67.0,153.0,861.9,2.0,1.1,13.0,58.0,16.0,9.0,58.0,21.0,16.0,3.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,31.0,15.0,15.0,15.0,1.0,12.0,32.0,650.0,20.0,249.0,72.0,517.9,115.0,93.0,41.0,45.0,2.0,0.0,43.0,27.0,58.0,68.0,0.0,1149.0,51.0,310.0,582.0,293.0,22.0,958.0,5.0,11.0,350.0,6.0,1.0,570.0,1969.0,1129.0,64.0,21.0,0.0,9.0,12.0,722.0,640.0,1961.3,28.0,1.0,0.0,0.0,9.0,3.0,4.0,0.0,0.4,0.4,79.0,Midfielder,False
Juan Sánchez Miño,495.0,241.0,286.0,765.8,4031.0,989.0,123.0,135.0,820.6,88.0,103.0,787.3,23.0,36.0,513.0,0.0,0.0,1.0,8.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,7.0,4.0,0.0,7.0,13.0,325.0,6.0,63.0,12.0,175.0,27.0,34.0,2.0,13.0,1.0,0.0,12.0,4.0,15.0,10.0,0.0,335.0,22.0,112.0,188.0,47.0,1.0,308.0,7.0,11.0,400.0,8.0,2.0,219.0,958.0,508.0,17.0,5.0,0.0,6.0,5.0,257.0,229.0,805.6,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,75.0,Low Involvement,True
Juanmi,604.0,112.0,144.0,1219.9,1461.0,262.0,76.0,91.0,1151.4,25.0,30.0,991.7,5.0,11.0,400.0,0.0,0.0,3.0,2.0,2.0,0.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,2.0,4.0,5.0,5.0,16.0,340.0,11.0,134.0,39.0,472.7,21.0,63.0,50.0,3.0,0.0,0.0,3.0,3.0,14.0,2.0,1.0,203.0,4.0,27.0,103.0,81.0,27.0,196.0,4.0,12.0,350.0,4.0,0.0,127.0,540.0,270.0,12.0,3.0,3.0,10.0,9.0,249.0,146.0,968.2,35.0,2.0,0.0,0.0,14.0,5.0,1.0,0.0,3.0,3.0,75.0,Low Involvement,True
Jude Bellingham,1697.0,889.0,1068.0,2402.0,16329.0,3230.0,381.0,440.0,2506.0,374.0,429.0,2505.9,115.0,144.0,2050.9,3.0,3.4,14.0,63.0,27.0,2.0,76.0,41.0,34.0,0.0,1.0,1.0,3.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,54.0,37.0,14.0,27.0,13.0,18.0,50.0,1036.6,32.0,434.0,126.0,882.5,96.0,231.0,107.0,40.0,6.0,0.0,34.0,21.0,75.0,20.0,0.0,1355.0,31.0,230.0,770.0,436.0,68.0,1340.0,31.0,51.0,1426.6,32.0,1.0,1003.0,3978.0,1978.0,91.0,28.0,6.0,27.0,38.0,1140.0,1012.0,2535.9,110.0,1.0,0.0,0.0,34.0,9.0,6.0,1.0,2.9,2.9,69.0,Defender,False
Jules Koundé,2975.0,2144.0,2365.0,3005.7,42577.0,14546.0,724.0,769.0,3191.5,1126.0,1175.0,3197.0,279.0,385.0,2413.3,1.0,0.7,8.0,165.0,11.0,1.0,141.0,28.0,26.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,31.0,23.0,16.0,14.0,1.0,10.0,23.0,816.7,13.0,242.0,110.0,1500.5,124.0,93.0,25.0,42.0,19.0,1.0,23.0,42.0,73.0,140.0,1.0,2691.0,350.0,1255.0,1393.0,233.0,54.0,2651.0,32.0,43.0,1783.3,35.0,1.0,1915.0,10199.0,5840.0,180.0,49.0,5.0,19.0,14.0,2085.0,2029.0,3308.2,25.0,2.0,0.0,0.0,21.0,6.0,4.0,0.0,2.0,2.0,79.0,Defender,False
Julian Baumgartlinger,1072.0,579.0,668.0,1382.4,11046.0,2389.0,242.0,267.0,1428.6,230.0,254.0,1429.8,96.0,124.0,1122.2,0.0,0.2,8.0,54.0,6.0,1.0,56.0,23.0,18.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,46.0,28.0,18.0,25.0,3.0,16.0,34.0,583.3,18.0,198.0,83.0,654.8,57.0,115.0,26.0,20.0,0.0,0.0,20.0,17.0,63.0,19.0,0.0,781.0,20.0,165.0,506.0,138.0,10.0,764.0,7.0,7.0,400.0,7.0,0.0,498.0,1685.0,610.0,23.0,4.0,0.0,5.0,8.0,566.0,520.0,1452.7,13.0,2.0,0.0,0.0,7.0,4.0,1.0,0.0,1.3,1.3,77.0,Midfielder,False
Julian Brandt,1495.0,768.0,912.0,2510.9,13300.0,3145.0,368.0,428.0,2560.3,281.0,324.0,2587.9,93.0,111.0,2228.7,2.0,2.7,30.0,60.0,31.0,3.0,87.0,67.0,56.0,2.0,4.0,2.0,3.0,0.0,9.0,6.0,0.0,2.0,0.0,1.0,0.0,31.0,17.0,16.0,12.0,3.0,15.0,40.0,643.3,25.0,315.0,100.0,955.8,85.0,156.0,74.0,27.0,1.0,0.0,26.0,14.0,45.0,7.0,0.0,1120.0,15.0,137.0,506.0,545.0,65.0,1097.0,31.0,47.0,1351.7,33.0,2.0,800.0,4279.0,1610.0,92.0,26.0,10.0,36.0,33.0,1054.0,868.0,2595.1,153.0,3.0,0.0,0.0,23.0,8.0,0.0,0.0,3.0,3.0,84.0,Midfielder,False
Julian Chabot,1655.0,915.0,1047.0,2092.2,21661.0,5549.0,234.0,251.0,2030.5,436.0,473.0,2238.3,236.0,308.0,1736.2,1.0,0.2,4.0,46.0,1.0,0.0,35.0,11.0,9.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,52.0,36.0,28.0,22.0,2.0,18.0,35.0,858.3,17.0,234.0,94.0,955.4,128.0,100.0,6.0,33.0,12.0,1.0,21.0,24.0,76.0,100.0,1.0,1267.0,111.0,632.0,696.0,31.0,15.0,1200.0,13.0,14.0,700.0,13.0,0.0,767.0,4571.0,2513.0,55.0,7.0,2.0,7.0,4.0,830.0,814.0,2457.3,3.0,1.0,0.0,0.0,9.0,2.0,11.0,1.0,0.5,0.5,69.0,Midfielder,False
Julian Draxler,1064.0,548.0,634.0,1977.6,9317.0,1967.0,276.0,307.0,2007.4,210.0,238.0,2065.8,51.0,69.0,1125.7,3.0,2.7,27.0,35.0,22.0,2.0,55.0,44.0,30.0,9.0,1.0,1.0,1.0,2.0,7.0,5.0,1.0,0.0,0.0,0.0,1.0,13.0,7.0,5.0,6.0,2.0,5.0,20.0,183.3,15.0,127.0,31.0,464.5,26.0,62.0,39.0,8.0,0.0,0.0,8.0,16.0,29.0,3.0,0.0,727.0,3.0,72.0,393.0,328.0,43.0,699.0,21.0,33.0,793.1,22.0,0.0,583.0,3357.0,1970.0,105.0,39.0,15.0,6.0,14.0,659.0,593.0,2146.0,89.0,4.0,0.0,0.0,12.0,5.0,3.0,0.0,2.2,2.2,80.0,Midfielder,False
Julian Ryerson,1069.0,419.0,570.0,1611.5,7428.0,2421.0,205.0,241.0,1860.3,151.0,203.0,1533.3,55.0,92.0,1150.2,2.0,1.2000000000000002,10.0,15.0,6.0,3.0,28.0,18.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,8.0,11.0,3.0,10.0,17.0,491.7,7.0,184.0,57.0,744.4,59.0,94.0,31.0,26.0,2.0,0.0,24.0,13.0,35.0,22.0,1.0,701.0,30.0,222.0,339.0,178.0,9.0,597.0,12.0,17.0,941.7,13.0,1.0,419.0,1992.0,869.0,42.0,14.0,1.0,15.0,20.0,447.0,401.0,1993.5,24.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.1,0.1,67.0,Midfielder,False
