Name,Min,Cmp,PassAtt,Cmp%,PassTotDist,PassPrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,PassFinThird,PPA,CrsPA,PassProg,SCA,PassLiveShot,PassDeadShot,DribShot,ShLSh,Fld,DefShot,GCA,PassLiveGoal,PassDeadGoal,DribGoal,ShGoal,FldGoal,DefGoal,Tkl,TklW,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTackled,DribContest,DribTackled%,Past,Press,SuccPress,SuccPress%,PressDef3rd,PressMid3rd,PressAtt3rd,Blocks,BlockSh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,TouchDef3rd,TouchMid3rd,TouchAtt3rd,AttPen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,ProgCarries,CarriesFinThird,CPA,Mis,Dis,Targ,Rec,Rec%,ProgPassRec,Gls,PK,PKatt,Sh,SoT,CrdY,CrdR,xG,npxG,rating21,Position,IsLowInvolvement
Adrien Thomasson,2624.0,874.0,1148.0,2719.2,14951.0,3034.0,419.0,518.0,2902.2,339.0,431.0,2799.2,90.0,130.0,2187.3,1.0,4.7,34.0,67.0,23.0,3.0,71.0,85.0,58.0,2.0,9.0,7.0,5.0,4.0,9.0,5.0,0.0,2.0,1.0,1.0,0.0,48.0,35.0,16.0,21.0,11.0,10.0,58.0,525.0,48.0,709.0,213.0,1097.3,108.0,367.0,234.0,41.0,4.0,0.0,37.0,28.0,76.0,6.0,0.0,1500.0,10.0,182.0,745.0,641.0,135.0,1453.0,27.0,58.0,1275.0,30.0,2.0,1052.0,4280.0,1764.0,88.0,25.0,14.0,54.0,59.0,1419.0,1050.0,2752.3,185.0,5.0,0.0,0.0,46.0,15.0,8.0,1.0,6.5,6.5,77.0,Forward,False
Adrien Truffert,1951.0,1083.0,1290.0,2397.5,17581.0,4615.0,545.0,603.0,2548.9,449.0,525.0,2471.3,74.0,128.0,1611.0,3.0,2.0,19.0,52.0,21.0,11.0,80.0,36.0,31.0,0.0,1.0,2.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,39.0,22.0,17.0,14.0,8.0,12.0,30.0,700.0,18.0,309.0,89.0,832.8,111.0,119.0,79.0,47.0,5.0,0.0,42.0,18.0,57.0,52.0,2.0,1538.0,47.0,347.0,744.0,532.0,45.0,1355.0,15.0,32.0,783.3,20.0,1.0,980.0,4777.0,2590.0,143.0,33.0,9.0,23.0,24.0,1115.0,999.0,2582.6,60.0,1.0,0.0,0.0,23.0,3.0,3.0,0.0,1.3,1.3,61.0,Defender,False
Adrián Cubas,2242.0,853.0,1031.0,2218.6,17754.0,4666.0,295.0,340.0,2375.5,387.0,440.0,2357.6,154.0,216.0,1819.5,0.0,0.6,8.0,54.0,6.0,0.0,68.0,19.0,14.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0,62.0,32.0,39.0,10.0,35.0,86.0,1044.7,51.0,667.0,232.0,985.2,295.0,320.0,52.0,42.0,10.0,0.0,32.0,57.0,138.0,32.0,1.0,1264.0,68.0,471.0,737.0,134.0,7.0,1225.0,13.0,21.0,916.7,14.0,1.0,833.0,3682.0,1863.0,40.0,7.0,1.0,10.0,30.0,743.0,696.0,2483.3,14.0,1.0,0.0,0.0,11.0,5.0,6.0,1.0,0.5,0.5,75.0,Defender,False
Adrián López,481.0,134.0,184.0,1284.3,1870.0,417.0,81.0,100.0,1411.4,43.0,61.0,1089.0,6.0,12.0,400.0,1.0,0.8999999999999999,5.0,10.0,6.0,0.0,17.0,15.0,10.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,3.0,3.0,2.0,6.0,100.0,4.0,58.0,9.0,315.0,6.0,34.0,18.0,4.0,0.0,0.0,4.0,1.0,7.0,3.0,0.0,259.0,3.0,20.0,125.0,125.0,29.0,257.0,11.0,20.0,523.4,11.0,1.0,182.0,779.0,396.0,25.0,5.0,4.0,20.0,17.0,340.0,203.0,1170.2,54.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,1.3,1.3,75.0,Low Involvement,True
Adrián Marín,362.0,125.0,177.0,913.4,2611.0,1477.0,47.0,54.0,916.5,57.0,75.0,903.8,20.0,43.0,516.6,1.0,0.6,4.0,13.0,3.0,1.0,25.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,56.0,13.0,343.5,18.0,22.0,16.0,15.0,3.0,0.0,12.0,8.0,13.0,16.0,0.0,225.0,12.0,53.0,133.0,43.0,0.0,187.0,3.0,4.0,200.0,3.0,0.0,100.0,428.0,279.0,14.0,2.0,0.0,1.0,2.0,117.0,103.0,1053.5,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.2,0.2,73.0,Low Involvement,True
Ahmad Benali,1214.0,661.0,779.0,1474.8,11826.0,3035.0,285.0,312.0,1508.7,293.0,329.0,1542.5,66.0,103.0,1081.4,1.0,1.2,14.0,51.0,11.0,3.0,52.0,29.0,22.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,22.0,16.0,13.0,0.0,13.0,46.0,318.2,33.0,276.0,78.0,520.4,114.0,116.0,46.0,13.0,2.0,0.0,11.0,10.0,39.0,19.0,0.0,907.0,49.0,261.0,504.0,193.0,32.0,855.0,10.0,16.0,466.7,10.0,0.0,619.0,2760.0,1177.0,48.0,21.0,3.0,15.0,22.0,719.0,643.0,1527.7,53.0,0.0,0.0,0.0,11.0,4.0,2.0,0.0,0.7000000000000001,0.7000000000000001,71.0,Midfielder,False
Ahmad Ngouyamsa,157.0,66.0,93.0,200.7,1268.0,380.0,27.0,30.0,275.2,25.0,30.0,145.7,13.0,31.0,133.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,1.0,0.0,2.0,7.0,100.0,5.0,33.0,7.0,85.5,25.0,6.0,2.0,8.0,1.0,0.0,7.0,2.0,8.0,7.0,0.0,118.0,11.0,57.0,58.0,12.0,0.0,96.0,0.0,3.0,0.0,0.0,0.0,50.0,233.0,109.0,2.0,1.0,0.0,2.0,0.0,54.0,53.0,292.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,Low Involvement,True
Ahmed Elmohamady,839.0,464.0,594.0,1073.8,8879.0,3641.0,193.0,210.0,1194.4,200.0,257.0,1099.6,66.0,113.0,716.4,0.0,0.6000000000000001,13.0,36.0,26.0,8.0,48.0,21.0,18.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,13.0,10.0,4.0,4.0,6.0,10.0,350.0,4.0,74.0,28.0,510.0,39.0,26.0,9.0,15.0,4.0,0.0,11.0,27.0,45.0,32.0,0.0,686.0,43.0,219.0,286.0,213.0,14.0,567.0,4.0,5.0,300.0,4.0,0.0,340.0,1525.0,837.0,44.0,15.0,2.0,2.0,7.0,394.0,366.0,1285.2,19.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,0.5,0.5,71.0,Midfielder,False
Ahmed Hegazi,90.0,37.0,52.0,71.2,829.0,381.0,11.0,13.0,84.6,18.0,25.0,72.0,8.0,13.0,61.5,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,40.0,8.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,68.0,17.0,48.0,24.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,32.0,165.0,62.0,0.0,0.0,0.0,1.0,0.0,32.0,32.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,Low Involvement,True
Ahmed Kutucu,108.0,22.0,37.0,347.5,356.0,35.0,12.0,17.0,400.0,5.0,8.0,216.7,3.0,7.0,183.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,29.0,7.0,165.4,4.0,11.0,14.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,53.0,0.0,5.0,25.0,28.0,5.0,50.0,3.0,4.0,200.0,3.0,0.0,35.0,229.0,111.0,7.0,3.0,1.0,7.0,2.0,68.0,43.0,425.6,14.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.3,0.3,68.0,Low Involvement,True
Aihen Muñoz,1210.0,510.0,748.0,1031.7,10133.0,4237.0,188.0,220.0,1288.0,243.0,324.0,1146.3,73.0,173.0,614.0,1.0,0.6000000000000001,7.0,36.0,12.0,7.0,40.0,16.0,14.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,24.0,14.0,14.0,6.0,4.0,9.0,20.0,483.3,11.0,158.0,48.0,457.9,73.0,60.0,25.0,20.0,1.0,0.0,19.0,8.0,32.0,44.0,1.0,863.0,34.0,241.0,420.0,239.0,14.0,683.0,12.0,18.0,650.0,12.0,1.0,461.0,1809.0,1037.0,48.0,16.0,3.0,5.0,8.0,492.0,450.0,1401.7,29.0,0.0,0.0,0.0,4.0,1.0,6.0,0.0,0.3,0.3,73.0,Midfielder,False
Aimen Moueffek,743.0,277.0,373.0,1353.4,4957.0,1692.0,125.0,151.0,1356.6,116.0,148.0,1259.7,32.0,57.0,703.4,0.0,0.4,8.0,13.0,5.0,0.0,28.0,15.0,11.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,17.0,8.0,1.0,7.0,30.0,256.7,23.0,173.0,51.0,513.0,74.0,83.0,16.0,28.0,4.0,0.0,24.0,4.0,30.0,17.0,0.0,499.0,35.0,167.0,301.0,71.0,7.0,441.0,19.0,31.0,805.4,21.0,1.0,299.0,1685.0,1054.0,39.0,11.0,0.0,8.0,18.0,278.0,249.0,1694.4,8.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.2,0.2,62.0,Midfielder,False
Ainsley Maitland-Niles,1720.0,533.0,690.0,1752.6,8632.0,2403.0,279.0,332.0,1764.4,184.0,227.0,1822.9,49.0,83.0,1094.5,0.0,0.8,8.0,33.0,11.0,2.0,48.0,29.0,22.0,1.0,2.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,37.0,25.0,18.0,12.0,7.0,13.0,39.0,950.0,26.0,440.0,129.0,718.3,147.0,194.0,99.0,32.0,5.0,0.0,27.0,38.0,75.0,38.0,1.0,930.0,62.0,260.0,441.0,295.0,43.0,880.0,24.0,49.0,643.3,28.0,0.0,562.0,2824.0,1484.0,58.0,21.0,11.0,25.0,40.0,681.0,539.0,1867.6,57.0,0.0,0.0,0.0,12.0,4.0,2.0,0.0,0.8,0.8,76.0,Midfielder,False
Aitor Ruibal,1593.0,426.0,563.0,2098.0,6432.0,2150.0,242.0,286.0,2344.4,144.0,182.0,2179.2,28.0,48.0,1078.2,2.0,2.5,23.0,36.0,22.0,4.0,51.0,54.0,38.0,0.0,9.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,38.0,24.0,13.0,14.0,11.0,16.0,49.0,923.3,33.0,310.0,98.0,929.7,68.0,148.0,94.0,25.0,0.0,0.0,25.0,21.0,59.0,15.0,0.0,798.0,10.0,106.0,354.0,397.0,72.0,786.0,37.0,67.0,1198.2,40.0,2.0,607.0,2784.0,1725.0,88.0,22.0,16.0,31.0,45.0,742.0,565.0,2160.8,127.0,2.0,0.0,0.0,34.0,13.0,2.0,0.0,2.5,2.5,67.0,Midfielder,False
Akaki Gogia,140.0,46.0,57.0,447.5,816.0,262.0,23.0,26.0,525.1,17.0,21.0,360.0,5.0,7.0,350.0,1.0,0.5,2.0,3.0,1.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,20.0,3.0,75.8,1.0,15.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,75.0,1.0,7.0,34.0,39.0,7.0,74.0,4.0,6.0,175.0,4.0,0.0,60.0,196.0,112.0,4.0,2.0,0.0,4.0,3.0,87.0,59.0,478.5,17.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.1,0.1,69.0,Low Involvement,True
Alan Empereur,219.0,95.0,121.0,287.6,1988.0,565.0,24.0,26.0,380.0,58.0,68.0,348.9,13.0,23.0,191.7,0.0,0.0,0.0,9.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,100.0,1.0,15.0,6.0,175.0,8.0,6.0,1.0,2.0,1.0,0.0,1.0,5.0,7.0,5.0,2.0,138.0,10.0,44.0,87.0,12.0,1.0,135.0,0.0,0.0,0.0,0.0,0.0,84.0,409.0,275.0,9.0,1.0,0.0,0.0,1.0,98.0,96.0,297.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.1,67.0,Low Involvement,True
Alassane Pléa,1803.0,498.0,679.0,2100.6,8558.0,2060.0,250.0,317.0,2236.7,169.0,219.0,2105.5,62.0,90.0,1607.9,1.0,3.8,27.0,47.0,37.0,7.0,69.0,64.0,50.0,0.0,5.0,3.0,4.0,2.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,17.0,9.0,4.0,10.0,3.0,6.0,25.0,300.0,19.0,288.0,74.0,754.4,33.0,128.0,127.0,9.0,1.0,0.0,8.0,7.0,24.0,8.0,0.0,923.0,10.0,69.0,464.0,445.0,103.0,892.0,26.0,42.0,1308.3,26.0,0.0,636.0,3177.0,1964.0,106.0,31.0,18.0,60.0,29.0,1074.0,741.0,2013.7,214.0,6.0,0.0,0.0,60.0,25.0,2.0,0.0,5.3,5.3,80.0,Forward,False
Alberto Cerri,369.0,95.0,142.0,1475.7,1530.0,281.0,56.0,73.0,1725.2,29.0,46.0,759.7,8.0,12.0,483.4,0.0,0.8,6.0,6.0,5.0,0.0,13.0,22.0,13.0,0.0,3.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,5.0,0.0,6.0,1.0,1.0,5.0,50.0,4.0,52.0,13.0,354.0,4.0,21.0,27.0,7.0,4.0,0.0,3.0,3.0,10.0,6.0,0.0,231.0,10.0,21.0,93.0,125.0,40.0,226.0,8.0,12.0,600.0,8.0,0.0,136.0,530.0,194.0,14.0,4.0,3.0,20.0,12.0,291.0,172.0,1344.6,65.0,1.0,0.0,0.0,16.0,6.0,1.0,0.0,2.5,2.5,71.0,Low Involvement,True
Alberto Grassi,1177.0,370.0,461.0,1860.6,6628.0,1676.0,171.0,200.0,1945.3,155.0,180.0,1852.2,37.0,59.0,1063.8,0.0,0.3,4.0,27.0,5.0,1.0,30.0,11.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,13.0,16.0,5.0,3.0,10.0,29.0,416.7,19.0,223.0,54.0,605.6,95.0,89.0,39.0,38.0,9.0,0.0,29.0,22.0,46.0,32.0,0.0,641.0,53.0,209.0,339.0,129.0,20.0,612.0,5.0,12.0,450.0,5.0,0.0,361.0,1672.0,824.0,33.0,13.0,4.0,14.0,9.0,434.0,374.0,2006.7,22.0,0.0,0.0,0.0,11.0,3.0,3.0,0.0,0.7,0.7,73.0,Midfielder,False
Alberto Moreno,193.0,84.0,100.0,350.1,1482.0,380.0,44.0,48.0,377.8,31.0,32.0,285.7,9.0,17.0,120.8,0.0,0.0,0.0,4.0,1.0,0.0,3.0,5.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,0.0,0.0,2.0,6.0,133.3,4.0,29.0,8.0,142.5,18.0,3.0,8.0,5.0,1.0,0.0,4.0,1.0,6.0,5.0,0.0,124.0,4.0,34.0,60.0,44.0,5.0,110.0,3.0,4.0,200.0,3.0,1.0,82.0,616.0,400.0,18.0,9.0,1.0,0.0,1.0,84.0,79.0,385.4,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.3,0.3,77.0,Low Involvement,True
Alberto Perea,1549.0,394.0,528.0,2025.8,6755.0,2273.0,210.0,243.0,2113.6,117.0,146.0,2094.1,52.0,100.0,1134.3,3.0,2.3000000000000003,14.0,38.0,12.0,4.0,60.0,45.0,25.0,2.0,11.0,4.0,2.0,1.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,22.0,16.0,9.0,6.0,7.0,8.0,43.0,306.6,35.0,278.0,72.0,770.0,97.0,118.0,63.0,26.0,2.0,0.0,24.0,33.0,55.0,12.0,0.0,755.0,19.0,150.0,392.0,293.0,33.0,720.0,67.0,89.0,1510.9,70.0,10.0,604.0,3486.0,1991.0,118.0,36.0,10.0,24.0,42.0,666.0,520.0,2041.4,33.0,2.0,0.0,0.0,29.0,6.0,0.0,0.0,1.3,1.3,69.0,Midfielder,False
Alberto Soro,393.0,94.0,129.0,1173.1,1534.0,352.0,52.0,64.0,1173.0,30.0,35.0,1030.0,10.0,24.0,570.0,2.0,0.4,6.0,4.0,5.0,1.0,12.0,9.0,7.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0,1.0,0.0,4.0,0.0,4.0,94.0,29.0,378.4,25.0,48.0,21.0,10.0,0.0,0.0,10.0,4.0,9.0,1.0,0.0,169.0,4.0,22.0,76.0,83.0,11.0,161.0,2.0,5.0,133.3,3.0,0.0,115.0,716.0,380.0,20.0,7.0,1.0,5.0,10.0,160.0,101.0,886.9,23.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.7999999999999999,0.7999999999999999,70.0,Low Involvement,True
Albin Ekdal,2299.0,896.0,1067.0,2702.4,15826.0,3931.0,409.0,463.0,2715.9,372.0,428.0,2662.1,99.0,133.0,2454.0,1.0,0.7,9.0,73.0,5.0,0.0,80.0,28.0,19.0,0.0,2.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,49.0,20.0,35.0,7.0,20.0,65.0,695.0,45.0,585.0,177.0,936.7,183.0,320.0,82.0,53.0,13.0,0.0,40.0,34.0,96.0,44.0,0.0,1325.0,70.0,357.0,819.0,226.0,24.0,1277.0,22.0,25.0,1483.4,23.0,0.0,741.0,3831.0,1909.0,76.0,18.0,1.0,12.0,21.0,830.0,742.0,2790.4,34.0,2.0,0.0,0.0,13.0,3.0,9.0,0.0,0.7,0.7,75.0,Defender,False
Aleix García,437.0,225.0,271.0,906.9,4760.0,980.0,85.0,97.0,998.4,92.0,103.0,930.0,45.0,65.0,812.3,1.0,0.8,8.0,25.0,4.0,2.0,20.0,12.0,7.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,4.0,0.0,2.0,8.0,133.3,6.0,75.0,21.0,231.7,10.0,46.0,19.0,7.0,0.0,0.0,7.0,4.0,10.0,3.0,0.0,303.0,4.0,39.0,191.0,92.0,6.0,283.0,2.0,3.0,200.0,2.0,0.0,187.0,912.0,406.0,22.0,9.0,1.0,2.0,2.0,228.0,214.0,1051.8,6.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.3,0.3,73.0,Low Involvement,True
Aleix Vidal,595.0,432.0,502.0,1017.5,8081.0,2795.0,191.0,214.0,1028.3,182.0,200.0,924.2,53.0,76.0,755.9,1.0,0.9,7.0,30.0,8.0,3.0,41.0,13.0,12.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,14.0,11.0,7.0,6.0,1.0,5.0,11.0,350.0,6.0,82.0,29.0,388.2,30.0,42.0,10.0,16.0,1.0,0.0,15.0,10.0,24.0,17.0,0.0,572.0,12.0,135.0,290.0,180.0,10.0,505.0,5.0,7.0,450.0,5.0,0.0,352.0,1670.0,971.0,32.0,11.0,3.0,5.0,7.0,416.0,383.0,1072.8,23.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,77.0,Low Involvement,True
Alejandro Blanco,580.0,105.0,144.0,865.0,1492.0,189.0,63.0,79.0,981.4,37.0,48.0,819.4,3.0,6.0,250.0,0.0,0.5,6.0,4.0,1.0,1.0,2.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,8.0,4.0,1.0,2.0,9.0,100.0,7.0,127.0,33.0,366.9,63.0,37.0,27.0,13.0,1.0,0.0,12.0,6.0,19.0,5.0,0.0,247.0,9.0,54.0,93.0,112.0,24.0,245.0,2.0,13.0,150.0,2.0,1.0,155.0,909.0,408.0,26.0,2.0,4.0,17.0,17.0,223.0,157.0,860.3,39.0,1.0,0.0,0.0,7.0,2.0,1.0,0.0,0.8,0.8,67.0,Low Involvement,True
Alejandro Blesa,11.0,12.0,12.0,100.0,281.0,28.0,2.0,2.0,100.0,8.0,8.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,28.6,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,11.0,3.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,11.0,56.0,34.0,1.0,1.0,0.0,0.0,0.0,12.0,12.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,Low Involvement,True
Alejandro Millán,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,33.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,Low Involvement,True
Alejandro Pozo Pozo,2190.0,825.0,1141.0,2164.3,15584.0,6543.0,375.0,430.0,2555.2,320.0,399.0,2243.7,117.0,265.0,1077.0,0.0,0.7000000000000001,9.0,88.0,23.0,9.0,85.0,30.0,21.0,1.0,3.0,1.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,43.0,26.0,23.0,14.0,6.0,16.0,47.0,858.3,31.0,306.0,97.0,932.7,115.0,113.0,78.0,47.0,3.0,0.0,44.0,28.0,71.0,48.0,1.0,1359.0,47.0,304.0,694.0,414.0,17.0,1162.0,14.0,32.0,598.3,17.0,4.0,788.0,3481.0,1856.0,97.0,22.0,7.0,17.0,16.0,888.0,772.0,2539.7,29.0,0.0,0.0,0.0,11.0,1.0,4.0,0.0,0.1,0.1,70.0,Midfielder,False
Aleksandar Dragović,1136.0,942.0,1058.0,1613.5,20527.0,6358.0,287.0,312.0,1466.7,457.0,496.0,1581.8,189.0,233.0,1305.9,0.0,0.4,6.0,81.0,4.0,0.0,72.0,16.0,12.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,6.0,8.0,3.0,6.0,12.0,500.0,6.0,123.0,49.0,657.7,46.0,61.0,16.0,22.0,6.0,0.0,16.0,15.0,32.0,49.0,0.0,1163.0,66.0,409.0,712.0,126.0,6.0,1082.0,5.0,5.0,500.0,5.0,0.0,760.0,3508.0,1950.0,60.0,22.0,1.0,3.0,1.0,818.0,800.0,1662.0,7.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,0.2,0.2,75.0,Midfielder,False
Aleksandar Kolarov,390.0,318.0,371.0,509.8,6518.0,2162.0,117.0,127.0,557.2,147.0,162.0,529.8,49.0,72.0,354.2,1.0,0.9,6.0,37.0,7.0,1.0,36.0,15.0,11.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,4.0,1.0,1.0,2.0,100.0,1.0,37.0,14.0,277.1,10.0,23.0,4.0,3.0,0.0,0.0,3.0,2.0,9.0,9.0,0.0,407.0,40.0,136.0,239.0,81.0,1.0,371.0,0.0,3.0,0.0,0.0,0.0,278.0,2251.0,1666.0,60.0,19.0,0.0,3.0,0.0,292.0,285.0,630.7,6.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,82.0,Low Involvement,True
Aleksandar Mitrović,1402.0,292.0,384.0,2099.4,3977.0,615.0,181.0,223.0,2226.7,76.0,107.0,2022.7,16.0,24.0,1100.0,3.0,2.6,22.0,12.0,13.0,1.0,20.0,46.0,35.0,1.0,5.0,1.0,2.0,2.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,11.0,9.0,1.0,4.0,6.0,2.0,8.0,83.3,6.0,195.0,71.0,716.6,12.0,66.0,117.0,18.0,4.0,0.0,14.0,3.0,14.0,7.0,0.0,602.0,11.0,37.0,264.0,318.0,117.0,574.0,14.0,22.0,966.7,15.0,1.0,317.0,1073.0,465.0,26.0,5.0,3.0,55.0,29.0,822.0,458.0,1517.0,129.0,3.0,1.0,2.0,56.0,17.0,3.0,0.0,6.4,5.0,77.0,Midfielder,False
Aleksandar Radovanović,90.0,30.0,42.0,71.4,721.0,182.0,3.0,6.0,50.0,19.0,23.0,82.6,7.0,11.0,63.6,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,33.3,3.0,6.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,51.0,4.0,27.0,26.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,29.0,138.0,41.0,0.0,0.0,0.0,0.0,0.0,35.0,34.0,97.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,Low Involvement,True
